[0.7333333333333333, 0.18181818181818182, 0.2, 1.0]
[0.5333333333333333, 0.25, 0.3333333333333333, 0.6]
[0.6, 0.2222222222222222, 0.13333333333333333, 1.0]
[0.4, 0.5, 0.26666666666666666, 1.0]
[0.4, 0.3333333333333333, 0.3333333333333333, 0.6]
[0.6666666666666666, 0.3, 0.26666666666666666, 0.75]
[0.6, 0.2222222222222222, 0.2, 1.0]
[0.3333333333333333, 0.2, 0.13333333333333333, 1.0]
[0.4666666666666667, 0.42857142857142855, 0.26666666666666666, 0.75]
[0.4, 0.6666666666666666, 0.26666666666666666, 1.0]
